"id","make","model","version","manufacturing_year","engine_hp","engine_cc","fuel_type","battery_kwh","transmission_type","body","driven_wheels","doors_no","passengers_no","km_no","price","currency","price_details","offered_by","vin","dealer_warranty_included","pollution_norm","co2_emissions","tech_state","origin_country","location","county","equipments","description","particulate_filter","ad_url","first_registration_date","registered","owner_no","service_history","color","metallic_paint","date_posted","created","add_date","add_id","category","cc","collection_date","first_owner","gearbox","generation","image","ingest_file_id","vehicle_manufacturer","manufacturer_year","vehicle_model","name","postal_code","registration_date","site_id","source","state","tuning"
"0000c09f-19fd-4581-aed8-74baab38dce9",\N,\N,"1.6 TDCi DPF Titanium",\N,"95",\N,"D",\N,"M",\N,\N,"5",\N,"205000","4250.00","EUR","","Proprietar",\N,\N,"Euro 5",\N,\N,\N,"Baia Mare, Judet Maramures","Maramures","","
        Vand Ford Fiesta, varianta de echipare Titanium.  Masina functioneaza impecabil, toate sistemele fiind in perfecta stare de functionare. Dotari: aer conditionat. jante aliaj, ABS, ESP, AFU, proiectoare ceata, geamuri electrice fata, distributie electronica a fortei de franare, tempomat.    ","Da",\N,\N,"Da",\N,\N,"Albastru",\N,\N,"2023-11-28 06:49:12","2023-05-24","https://www.autovit.ro/anunt/ford-fiesta-1-6-tdci-dpf-titanium-ID7Hc8wp.html","Autoturisme","1560","2023-05-24",\N,"Manuala","VII [2008 - 2017]","https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InlpZzZiYnh4ZzZpZy1BVVRPVklUUk8iLCJ3IjpbeyJmbiI6InE3bXo1M2JpZnB6ay1BVVRPVklUUk8iLCJzIjoiMTYiLCJwIjoiMTAsLTEwIiwiYSI6IjAifV19.8RJjxdXTH3g4DxXoQUi5wIUEnmaD-XEkOLqweIrWe34/image;s=732x488",\N,"FORD","2010","FIESTA","Ford Fiesta 1.6 TDCi DPF Titanium",\N,"2010-09-29","7051204907","AUTOVIT","Second hand",\N
"0000c35e-95a8-518a-97fc-32e37445915b","MERCEDES","CLS-CLASS","None","2005",\N,"3500","U",\N,"A","Berlina",\N,\N,\N,"320000","3800.00","EUR","","Proprietar","",\N,"",\N,"UTILIZAT","","Bucuresti, judet Bucuresti, Sectorul 6","Bucuresti","","Mercedes CLS 2005 AMG VAnd urgent 3800a , maETMina este AntreEinutA nu are nici cea mai micA problema. Schimb doar cu aur ETMi telefoane.
NU SCHIMB CU MAE INI !!!","","https://www.olx.ro/oferta/mercedes-cls-IDeQ4pp.html#52c057e66a","2005-05-31","",\N,\N,"GRI","","2021-04-21","2021-10-19 17:24:14",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"0000e4ba-ea87-51fc-9a45-ac9c99d37662","VOLKSWAGEN","GOLF","None","2015","110","160","D",\N,"M","Break","None","5",\N,"230000","10800.00","RON","None","Persoana fizica","None","None","NONE","None","NONE","ROMANIA","None","None","None","DESCRIERE
Vw Golf 7 Euro 6 fara AD Blue Proprietar ,masina este personala cu actele si service-urile la zi

Masina se afla in stare foarte buna fara probleme tehnice ,interior foarte intretinut ca si nou
Consumabile inlocuite
Nu necesita nici un fel de investiti
Amortizoare fata inlocuite noi cu tot cu flanse
Amortizoare spate inlocuite
Placute fata -spate noi
Suporti motor inlocuiti
Ambreiajul a fost inlocuit
Baterie noua cu AGM Bosch

Dotari:
Camera marsalier in emblema
Senzori parcare fata-spate 360
Pilot automat cu functia tempomat
Navigatie mare cu harti actualizate la zi
Interior cu alcantare in stare ca nou
Proiectoare cu functia Cornering
Lumini ambientale picioare si fete de usi
Torpedou refrigerat
Clima
Alarma
Isofix
Jante aliaj r17
Volan imbracat in piele +comenzi
Ceasuri bord Needle Sweep
Geamuri electrice
Folie Geamuri Lummar fata si spate
Camera monitorizare trafic Xiaomi 70
Mai Pro fata si spate
Carlig remorcare
AUTO-HOLD","None","https://www.olx.ro/d/oferta/vw-golf-7-euro-6-proprietar-IDi1zTw.html",\N,"INMATRICULAT","None","None","GRI","NONE","2024-03-18","2024-03-23 03:07:19","2024-04-15",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"0000ebfd-0fcf-50f5-919f-a278352bbc51","MITSUBISHI","PAJERO","None","2000",\N,"2500","D",\N,"M","Off-road",\N,\N,\N,"200000","3800.00","EUR","","Proprietar","",\N,"",\N,"UTILIZAT","","Cluj-Napoca, judet Cluj","Cluj","","VAnd Hyundai galloper identic pajero
Vopsita raptor
Autoutilitar N1
Inmatriculat Ro fiscal pe loc 
AZnchidere centralizata din cheie 
Usa din spate cu deschidere electrica
Motor 2.5
Snorkel 
ApArAtori noroi (bandouri din cauciuc) 
Pilot automat
Geamuri electrice
Oglinzi electrice
Anvelope de teren 31 10.5 15
Jante aliaj
Bara fata metal ARB
Cabluri pentru crengi
Troliu 13000 lbs
Camera mansalier
Scaune piele
Proiectoare
Led bar
Proiectoare led mansalier
StaEie radio CB
SaETMiu impecabil fArA suduri kit etc... Serie vizibila perfect 
Carlig remorcare
Mai multe detalii la tel  752 - arata telefon -   760 - arata telefon -","","https://www.olx.ro/oferta/hyundai-galloper-autoutilitar-echipat-off-road-IDeGIE8.html#34598cb303","2000-05-31","",\N,\N,"ALBASTRU","","2021-04-15","2021-10-19 17:23:49",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"0000fc81-6753-55c7-8bbf-906b3549e2e5","SKODA","OCTAVIA","None","2009","105","159","D",\N,"M","Break","None","5",\N,"305000","4500.00","RON","None","Persoana fizica","None","None","NONE","None","NONE","ROMANIA","None","None","None","DESCRIERE
Skoda Octavia 2 1.6 TDI 4x4 din 2009
-ac
-scaune incalzite
-oglinzi electrice
-senzori parcare spate
Mai multe detalii la telefon","None","https://www.olx.ro/d/oferta/skoda-octavia-2-1-6-tdi-4x4-IDifbCY.html",\N,"INMATRICULAT","None","None","GRI","NONE","2024-04-27","2024-05-03 12:11:04","2024-05-04",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"0001031f-eabf-483a-b9f7-7494f8c89ab3",\N,\N,"Cabrio",\N,"116",\N,"U",\N,"M",\N,\N,"2",\N,"169000","2200.00","EUR","Negociabil","Proprietar",\N,\N,\N,\N,\N,\N,"Sacele, Judet Brasov","Brasov","","
            ",\N,\N,\N,"Da",\N,\N,"Verde",\N,\N,"2023-11-28 08:03:52","2023-06-17","https://www.autovit.ro/anunt/mini-cooper-cabrio-ID7HcPUV.html","Autoturisme","1598","2023-06-17",\N,"Manuala",\N,"https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InNzNHpkbzFuankzNDItQVVUT1ZJVFJPIiwidyI6W3siZm4iOiJxN216NTNiaWZwemstQVVUT1ZJVFJPIiwicyI6IjE2IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.Ynpy0KySdIsG_6iogmohtAb2IADVG_-NEApg56cjTUM/image;s=732x488",\N,"MINI","2002","COOPER","Mini Cooper Cabrio",\N,"2002-08-13","7051371782","AUTOVIT","Second hand",\N
"000137fc-efe1-53ec-bc4e-e718ebf2fe2b","TESLA","MODEL 3","None","2023","441",\N,"E",\N,"A","Berlina","None","4",\N,"1500","44000.00","RON","None","Persoana fizica","LRW3E7EK0PC747881","None","NONE","None","NONE","ROMANIA","None","None","None","DESCRIERE
Dual motor, tractiune integrala, 441cp, 602 km autonomie, baterie 82KWh
Primul proprietar
Inmatriculat in 5 mai 2023
Pretul include TVA
TVA deductibil
Fara accident
Nu a fost cumparata prin Rabla Plus","None","https://www.olx.ro/d/oferta/vand-tesla-model-3-long-range-1500km-an-2023-tva-deductibil-IDhJGhs.html",\N,"INMATRICULAT","None","None","GRI","NONE","2023-11-08","2023-11-29 11:47:17",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"0001389d-0cb0-58ac-8bc7-c165adf8cfed","AUDI","A5","None","2015","190","200","D",\N,"A","Berlina","None","4",\N,"242800","81000.00","RON","None","Persoana fizica","None","None","NONE","None","NONE","ROMANIA","None","None","None","DESCRIERE
Se vinde A5 2015 pachet S-Line , Full option
Inmatriculata - Propietar
Toate actele valabile
Fiscal pe loc
Schimburi facute recent/facturi valabile
Ulei cutie filtre schimbate
Schimbat Kit Distributie , kit accesorii
Carte service
Km reali verificabili

Ca dotari se remarca prin :

190 cp quattro
Pachet S -line impecabila
Jante 19
Anvelope noi
Trapa
Plafon negru
Volan S-line
Padele
Distronic ( urmareste masina din fata ei copiaza mersul , franeaza la urgenta )
Line assist ( tine banda si vibreaza volanul la iesire in decor )
Lumini ambientale
Oglinzi electrice pliabile incalzite
Memorii scaune
Scaune full electrice (s line ) incalzite
Automata (7+1)
Mod DRIVE Select ( din volan , consola , joystick )
5 moduri de condus
Camera marsarier
Senzori fata spate
Camera faza lunga
Citeste semnele in bord de circulatie
Cotiera
Cusaturi albe
Audi multimedia : magazie 6 cd uri , slot 2 carduri , sim )
Bass porbagaj fabrica
etc ..

Masina este foarte bine intretinuta , cu schimburi de ulei intre 8 si 10 mii / km
Nu are nici o zgarietura pe interior sau exterior.
Este perfecta din orice punct de vedere. Impecabila !
Toate consumabilele schimbate
Nu necesita nici o Investitie .","None","https://www.olx.ro/d/oferta/a5-s-line-full-keylessentry-go-lineasist-acc-trapa-2-0tdi-190cp-4x4-IDi2D6g.html",\N,"INMATRICULAT","None","None","GRI","NONE","2024-03-23","2024-03-27 21:17:06","2024-04-15",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00013dec-ed61-5e05-862d-9f5da1b310cf","DACIA","LODGY","None","2014","115","119","missing",\N,"M","Monovolum","None","5",\N,"130000","4300.00","EUR","None","Persoana fizica","None","None","NONE","None","NONE","ROMANIA","None","None","None","DESCRIERE
Dacia Lodgy - an 2014, 1.2 Tce (Benzina), 1198 cmc, 115 CP, 130.000KM, Transmisie: Manuala,(5+1 trepte), Culoare: Gri.

Dotari: Clima, Navigatie, Geamuri electrice, Oglinzi electrice, Oglinzi incalzite, Oglinzi heliomate, Inchidere centralizata din telecomanda, Jante aluminiu, Proiectoare ceata, ABS, Servodirectie, ESP, Airbaguri, Volan reglabil, CD player, Computer de bord,

Recent adus in tara, Nu s-au scos numere rosii, Arata si functioneaza foarte bine, KM reali,

Mai multe informatii la telefon

Pret: 4.300 Euro neg
Telefon: 07********38 , Arad","None","https://www.olx.ro/d/oferta/dacia-lodgy-an-2014-1-2-tce-benzina-IDi1ztQ.html",\N,"NEINMATRICULAT","None","None","GRI","NONE","2024-02-17","2024-03-05 00:28:18",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00015d49-1e95-510c-9c3b-a5a2b50c2cf0","PEUGEOT","208","1.6 BlueHDi FAP Access","2019","75","1560","D",\N,"M","None",\N,"5",\N,"175000","7950.00","EUR","Negociabil, Se emite factura","Firma","None",\N,"EURO 6",\N,"SECOND HAND","ROMANIA","SPLAIUL UNIRII 865H - 030352 Bucuresti, Sectorul 3 (Romania)","","","PEUGEOT 208 | an fabricatie 2019 | 1.5 - 75 CP | DIESEL | EURO 6
PRET: 7.950 EURO cu TVA inclus si deductibil. Pret cu toate taxele incluse usor negociabil.

OFERIM :
 Asistenta pentru Inmatriculare (masina nu necesita RAR)!
 Masinile sunt verificate inainte de a fi puse la vanzare
 Garantie 12 luni ( cutie si motor )
 Unic proprietar ( Cumparata de noua din Romania
 Cumparatori care vad masina pe olx o pot vedea pe autovit cu peste 20 de poze!!
 Pentru mai multe poze va rog intrati pe pagina noastra de Website www.euroleasing.ro!!!
 Adresa parcului nostru este : Splaiul Unirii 865H
 Sau daca folositi Waze sau GoogleMaps cautati : EUROLEASING

TELEFOANE UTILE:
Vanzari: 072 - arata numarul -
Leasing si Credite: 076 - arata numarul -
PROGRAM DE LUCRU:
Luni- Vineri: 09:00 - 18:00
Sambata: 09:00 - 15:00

POSIBILITATE FINANTARE ONLINE CU RATE FIXE:

 RATE FIXE pe toata perioada contractuala
 Aprobare rapida in maxim 30 de minute la sediul nostru
 Se acorda credite pentru: Persoane Fizice (salariati, indemnizatie pentru cresterea copilului,Diurne,M.A.I,M.A.P.N, Pensionari ), Persoane Juridice, Inteprinderi Individuale, PFA, indiferent de nivelul de venit, de istoricul de creditare* sau data infiintarii PJ/PFA.
 Se pot finanta si persoanele care au probleme in biroul de credit,indiferent daca au venit sau nu!!!
 Finantare intre 6 luni - 60 de luni, posibilitate de inchidere anticipata a creditului fara costuri suplimentare.
 Acceptam contracte din afara tarii pe baza contractului de munca si extraselor de cont pentru incasare salariu sau venituri din pensie.

PERSOANE FIZICE:

AVANS ~~ 0% ~~~ prin TBI PAY, CETELEM, B.T -DIRECT - DOAR CU BULETINUL - timp de aprobare 30 minute
RATA FIXA de la 160 Euro cu Avans 0

 Pentru cei cu probleme in biroul de credite, AVANS minim de 0 % prin Claret, Mogo
 Pentru care nu au niciun fel de venit ,AVANS minim de 25% prin Zenith Leasing

PERSOANE JURIDICE (SOCIETATI) : putem finanta una sau mai multe autoturisme prin:
 - IdeaLeasing/Bank,
 - BT Leasing/Bank,
 - Unicredit Leasing,
 - Tiriac Leasing
 - Claret Leasing,
 - Zenith Leasing,
 - Impuls Leasing.

RATA de 100 Euro X 60 luni cu Avans de 1700 Euro

DETALII AUTOTURISM:

~ Aer conditionat, perfect functional
~ Inchidere centralizata pe cheie ; 2 chei
~ Computer bord cu multimple functii; ( afisare distanta parcursa , consum mediu , etc )
~ Radio Cd cu functie bluetooth , karkit incorporat ( maini libere ) pentru telefon
~ Airbag frontale cat si laterale;
~ Cutie de viteze manuala 5+1;
~ Abs, ESP;
~ Volan piele reglabil
~ Geamuri electrice fata;
~ Oglinzi reglare manual
~ Computer bord cu afisarea consumului , distantei etc.
~ Consum combustibil redus","None","https://www.autovit.ro/anunt/peugeot-208-1-6-bluehdi-fap-access-ID7HbtZe.html",\N,"DA","None",\N,"ALB","NONE",\N,"2023-05-12 06:01:54",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"000171a8-c079-51f9-be21-1db71f9cbd3f","VOLKSWAGEN","PASSAT","None","2013","140","198","D",\N,"A","Break","None","5",\N,"245404","7200.00","RON","None","Persoana fizica","None","None","NONE","None","NONE","ROMANIA","None","None","None","DESCRIERE
DESCRIERE
Computer de bord
Transmisie DSG cu dublu ambreiaj
Climatronic climatizare automata pe 2 zone
Volan multifunctional
Servodirectie
Sistem de franare anti-blocare
Tractiune fata
ABS
ASR
ESP
Imobilizator electric
Frana de mana electrica
Cruise control /Tempomat
Auto Hold
Asistenta la pornire in rampa
Sistem de inchidere centralizata
Modul de navigatie RNS 315 pentru sistemul audio RCD 310
Sistem audio RCD 310 cu functie de redare MP3
Radio/CD player Aux In/SD Card
Senzori parcare (fata, spate) Sunet/Afisaj
Geamuri electrice (fata, spate)
Geam termoizolant colorat in verde spate
Scaune incalzite fata
Oglinzi exterioare reglabile electric si incalzire
Oglinzi exterioare cu estompare automata
Oglinda interioara cu estompare automata
Sine de acoperis
Jante din aliaj vara / jante tabla iarna 16
Roata de rezerva dimensiuni normale 16
Isofix (atasament pentru scaun pentru copii)
Senzor de lumina
Follow me Home / Leaving Home
Lumini Ambientale / Pachet Chrome
Faruri de ceata
Senzor de ploaie
Pornire/oprire automata
Lumini de zi
Carlig remorcare
8 Airbag-uri / Cortina
Isofix","None","https://www.olx.ro/d/oferta/volkswagen-passat-2-0tdi-blue-motion-comfortline-IDi645b.html",\N,"INMATRICULAT","None","None","NEGRU","NONE","2024-03-18","2024-03-23 01:38:14","2024-04-15",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00017614-7208-4fd3-8a5e-618c7cd0d627",\N,\N,"xDrive30d",\N,"258",\N,"D",\N,"A",\N,\N,"5",\N,"182000","28000.00","EUR","Negociabil","Proprietar",\N,\N,"Euro 6",\N,\N,"Germania","Cluj-Napoca, Judet Cluj","Cluj","","
        VIN: WBAKS410400H55368
Type	X5 xDrive30d
Colour	black-sapphire metallic
Upholstery	Leather Dakota/canberra-beige

Comfort And Interior Equipment
S402	Panorama Glass Roof
S413	Luggage Compartment Net
S417	Roller Sun Visor, Rear Door
S423	Floor Mats Velours
S428	Warning Triangle And First Aid Kit
S430	Interior/Outside Mirror With Auto Dip
S488	Lumbar Support, Driver And Passenger
S493	Storage Compartment Package
S494	Seat Heating Driver/Passenger
S4CV	Fine Wood Trim Oak

Multimedia
S609	Navigation System Professional
S610	Head-Up Display
S688	Harman/Kardon Surround Sound System
S698	Area-Code 2 For DVD
S6AC	Intelligent Emergency Call
S6AE	Teleservices
S6AK	Connected Drive Services
S6AM	Real-Time Traffic Information
S6AN	Concierge Services
S6AP	Remote Services
S6NS	Comfort Telephony W/ Enhanced Smartphone

Driver Assistance And Lightning
S502	Headlight Cleaning System
S508	Park Distance Control (PDC)
S522	Xenon Light
S534	Automatic Air Conditioning
S548	Kilometre Speedo
S563	Light Package
S575	Additional 12V Sockets
S5A1	LED Fog Lights
S5AS	Driving Assistant
S5DA	Passenger Airbag Deactivation

Wheels And Drive
S230	Extra Package, EU-Speciifc
S233	Increased Towing Capability
S255	Sports Leather Steering Wheel
S2AZ	BMW LA Wheel, Double Spoke 446
S2VB	Tyre Pressure Display

Environment And Safety
S320	Deleted, Model Lettering
S346	Chrome Line Exterieur
S3AA	Roof Railing Black
S3AC	Trailer Coupling
S801	National Version Germany
S851	Language Version German
S879	On-Board Literature, German
S8KA	Oil Service Interval 24 Mths / 30,000 Km
S8TF	Active Pedestrian Protection
S8V1	Information Plate

Other Equipment
S1CA	Selection Of COP-Relevant Vehicles
S1CB	CO2 Equipment
S925	Dummy-SALAPA
S9AA	Outer Skin Protection
SA105	105 Ah AGM Battery
SLEDE	Leather Equipment

Pret : 28.000 euro + TVA

Se emite factura.    ","Da",\N,\N,"Da",\N,\N,"Negru",\N,\N,"2023-11-28 04:00:42","2023-03-22","https://www.autovit.ro/anunt/bmw-x5-xdrive30d-ID7H9HsP.html","Autoturisme","2993","2023-03-22",\N,"Automata","F15 [2013 - 2018]","https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InVzM2J2bm5semd6bDMtQVVUT1ZJVFJPIiwidyI6W3siZm4iOiJxN216NTNiaWZwemstQVVUT1ZJVFJPIiwicyI6IjE2IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.UplcqtBETO30cU7P-B5TDp-LLSsykDMM86MDOxZPrc8/image;s=732x488",\N,"BMW","2014","X5","BMW X5 xDrive30d",\N,"2014-09-15","7050624303","AUTOVIT","Second hand",\N
"00018226-97c7-5f59-a15b-02b2d09ec9b5","MERCEDES","SLK-CLASS","None","2011","184",\N,"U",\N,"missing","None",\N,\N,\N,"148451","12711.00","NONE","None","None","WDD1724481F002787",\N,"NONE",\N,"NONE","NONE","None","None","None","None","None","None",\N,"NONE",\N,\N,"NONE","NONE","2018-12-04","2021-10-11 14:25:10",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00018303-c1de-5549-a0ff-6f86d0d10897","JEEP","COMMANDER","None","2009",\N,"3000","D",\N,"A","Off-road",\N,\N,\N,"205000","3500.00","EUR","","Proprietar","",\N,"",\N,"UTILIZAT","","Iasi, judet Iasi","Iasi","","VAnd jeep commander doar pt offroad. Nu se poate Anmatricula. Doar pt a fi modificat. 09.2009 stare perfecta de functionare","","https://www.olx.ro/oferta/jeep-commander-3000d-doar-pt-offroad-IDeOhNi.html#d3458bb3e4","2009-05-31","",\N,\N,"NEGRU","","2021-04-14","2021-10-19 17:23:48",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00018a30-499a-440d-9e37-5c81cc2f6326",\N,\N,"2.0 TSI 4X4 DSG SportLine",\N,"190",\N,"U",\N,"A",\N,\N,"5",\N,"60000","37723.00","EUR","TVA deductibil, Negociabil, Se emite factura","Firma",\N,\N,"Euro 6",\N,\N,"Germania","WORLD TRADE CENTER, P-TA MONTREAL NR 10, INTRAREA - 011469 Bucuresti, Sectorul 1 (Romania)","Bucuresti","","
        Pret fara TVA : 31.700 Euro

Posibilitate achizitie la PRET NET(inclusiv finantare leasing), pentru persoane juridice
Autoturism disponibil in stoc extern. Termen de livrare 5 zile.
PRETUL INCLUDE TOATE CHELTUIELILE DE IMPORT incl TRANSPORT
 
Andrei Burlacu
Tel:  072 - arata numarul - 
Managing Partner

PLUS AUTOTRADE activează în domeniul auto din anul 2010, fiind in momentul de fata lider pe piața de comenzi automobile noi și rulate – import Germania.
Servicii oferite :
- Posibilitatea achiziției la prețul net fară TVA, exclusiv pentru companii plătitoare de TVA.
- Posibilitatea de leasing fara TVA, creditare externa prin BCR Leasing.
- Pretul poate include cheltuielile de transport si comisionul dealerului.
- Consultanță de specialitate în selectarea modelului ideal, beneficiind de 15 ani de experiență în domeniu!
- Prețuri preferențiale negociate exclusiv cu partenerii noștri internaționali.
- Preaprobarea financiară a dosarului de leasing pe loc!
- Garanție inclusă 12 luni! Posibilitate de extindere a garanției acordate de producător până la 5 ani sau 200.000 km.
- Oferte avantajoase de BUY-BACK pentru autoturismul dumneavoastră.
În plus, la sediul nostru puteți încheia asigurări RCA si CASCO și puteți opta pentru serviciile de înmatriculare provizorie și definitivă!

Posibilitate de finanțare în sistem leasing sau credit cu dobândă incepând de la 3.5%, avans incepând de la 20%, pe o perioadă de la 12 până la 60 de luni, prin partenerii noștri:
- Unicredit leasing
- Idea Leasing
- Tiriac Leasing
- OTP Leasing
- BT Leasing
- RCI Leasing
- Impuls Leasing    ",\N,\N,\N,\N,\N,\N,"Gri",\N,\N,"2023-11-28 06:45:56","2023-05-23","https://www.autovit.ro/anunt/skoda-kodiaq-2-0-tsi-4x4-dsg-sportline-ID7Hc7CW.html","Autoturisme","1984","2023-05-23",\N,"Automata",\N,"https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImU0YWVvcXM2eGsxNTItQVVUT1ZJVFJPIiwidyI6W3siZm4iOiJxN216NTNiaWZwemstQVVUT1ZJVFJPIiwicyI6IjE2IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.6NDXEz2m1vsDVNKzmldoA_pzNEti-5d_53EkDcw5VwA/image;s=732x488",\N,"SKODA","2020","KODIAQ","Skoda Kodiaq 2.0 TSI 4X4 DSG SportLine","011469","2020-04-14","7051201529","AUTOVIT","Second hand",\N
"0001ae85-f84a-5cd9-acf1-3d13ab2043d8","MITSUBISHI","OUTLANDER","None","2016","150","226","D",\N,"M","SUV","None","5",\N,"287000","9500.00","RON","None","Persoana fizica","JMBXJGF6WGZ400865","None","NONE","None","NONE","ROMANIA","None","None","None","DESCRIERE
Vand Mitsubishi Outlander, suv 44, euro 6, model 2016, motor 2268 diesel , stare perfecta de functionare, consum ok, 6% extra urban si 8% urban in medie. Ca mentiuni va pot spune ca 44 este decuplabil cu moduri de condus simplu, eco, 44 permanent sau la nevoie. De asemenea mentionez ca are dpf activ si functional, ca de altfel tot ce este pe masina ca optiuni si elemente de siguranta. Este foarte bine intretinuta beneficiind de revizie capitala cu schimbarea pieselor necesare, de asemenea are revizie ulei si filtre plus ITP, efectuate recent. Toate acestea pot fi verificate intr-un service ales de cumparator. Se elibereaza fiscal . Pentru oferte si intrebari sunati-ma sau dati mesaj.
La cerere va pot oferi si alte poze.

Dotari:
Geamuri electrice fata-spate
Start-stop
Lumini automate
Lumini de zi
Senzori ploaie si lumina
Clima automata
Navigatie pliabila cu doua carduri
Comenzi pe volan
Cotiera de fabrica cu depozitare
44 cu buton cuplare
Asistenta rampa (in panta)
Bancheta refractabila doua moduri cu suport pahare
Oglinzi electrice si incalzite
Oglinzi retractabile automat
Linie audio profesionala
Doua seturi de roti
Doua chei....si alte functii.","None","https://www.olx.ro/d/oferta/outlander-44-euro-6-de-vanzare-IDhZ0ik.html",\N,"INMATRICULAT","None","None","ALB","NONE","2024-04-03","2024-04-26 02:46:53","2024-05-04",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"0001b782-fab2-5f6e-8338-a5f7b15f64e2","TOYOTA","YARIS","1.5 VVT-i HSD Dynamic","2023","92","149","HIBRID",\N,"A","Masina de oras","None","5","5","7500","19000.00","EUR","None","Privat","None","None","NONE","None","NONE","ROMANIA","Targu-Mures","Mures","None","Vand Toyota Yaris 1,5 Hybrid 
Anul fabricatiei: 21.01.2023 
Km:7500
Oglinzi exterioare incalzite si reglabile electric 
Pornire cu buton.
Faruri cu Led
Lumini de zi cu tehnologie LED 
Camera de parcare
Jante aliaj
Proiectoare ceata
Stergatoare parbriz cu senzor de ploaie 
Geamuri electrice fata
Covorase textile originale Toyota 
Ecran multimedia Toyota
Bluetooth
Comenzi audio pe volan
Integrare Smartphone 
Comutator Multi Info pe volan 
Priza 12 V in fata
Aer conditionat manual 
6 Difuzoare 
Diagonala ecran multimedia Toyota 8.00
Volan imbracat in piele
Schimbator automat imbracat in piele si cu insertii de crom
Scaune sofer si pasager incalzite
Sistem asistenta la franare (BA) 
Directie asistata electric (EPS)
Sistem ISOFIX
Semnalizare a franarii de urgenta (EBS)
Safety Sense
Sistem de siguranta Pre-Impact (PCS) 
Sistem de comutare automata intre faza lunga si faza scurta (AHB)
Sistem de avertizare coliziune cu evitare pietoni
Sistem de avertizare la parasirea benzii de rulare (LDA)
Sistem de asistenta pentru semne rutiere (RSA)
Sistem asistenta pornire in rampa (HAC)
Limitator de viteza (ASL) 
Inchidere centralizata
Camera video pentru parcare cu spatele","None","https://www.autovit.ro/autoturisme/anunt/toyota-yaris-1-5-vvt-i-hsd-dynamic-ID7HiUHn.html",\N,"NONE","None","None","ALBASTRU","NONE","2023-12-28","2024-01-10 15:39:18",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"0001ba18-884e-5ca4-b38a-14e9a60bd4a4","FORD","ECOSPORT","None","2015","95",\N,"D",\N,"missing","None",\N,\N,\N,"80000","13361.30","NONE","None","None","",\N,"NONE",\N,"NONE","NONE","None","None","None","None","None","None",\N,"NONE",\N,\N,"NONE","NONE","2018-03-29","2021-10-11 14:25:10",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"0001bc86-a595-5432-b50a-fc74851ec8ed","AUDI","A5","None","2009","190","269","D",\N,"A","Coupe","None","3",\N,"256000","7700.00","RON","None","Persoana fizica","None","None","NONE","None","NONE","ROMANIA","None","None","None","DESCRIERE
Audi A5 2.7 TDI 190cp
Cutie Automata
Filtru de particule activ
Faruri Led + Xenon
Jante 20 Segment Gri Antracit Originale
Pachet S Line interior + Exterior
Scaune piele incalzita si electrice
Sistem audio B&O
Proprietate personala din ianuarie 2020
Stare generala buna, ruleaza foarte bine fara pierderi antigel sau ulei
Urme normale pe caroserie ptr vechime","None","https://www.olx.ro/d/oferta/audi-a5-s-line-competition-IDib6Bd.html",\N,"INMATRICULAT","None","None","ALBASTRU","NONE","2024-05-14","2024-05-22 18:18:33","2024-06-12",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
